name,mass,mass_error,star_luminosity,star_luminosity_error,temp_eq,temp_eq_error,semi_major_axis,semi_major_axis_error,star_mass,star_mass_error,star_radius,star_radius_error,star_teff,star_teff_error,radius,radius_error
HAT-P-44 Bb,124.58873538511253,9.852680604434918,0.675957033503031,0.12484588595119615,1122.7130824496533,52.43589209076806,0.0507,0.0007,0.939,0.041,0.979,0.0825,5295.0,100.0,14.347495335601511,1.2273833900377855
HAT-P-45 Ab,283.5029386824499,37.50375197817163,2.506076252336353,0.45945036690498625,1649.3798612375165,76.67896741732508,0.0452,0.0007,1.259,0.058,1.319,0.11349999999999999,6330.0,100.0,15.984006522318557,1.468376475752967
HAT-P-46 b,156.68940445117468,21.29450324184321,5.785202982715644,1.3356150028816391,1802.312772378223,105.77874122945218,0.0577,0.00115,1.763,0.3205,1.395,0.053,7587.0,413.5,14.392331258525266,2.2642141076496136
HAT-P-47 b,65.472651758503,12.395307857192316,4.157114564255468,0.25213738676602804,1604.2471475039508,25.552996481953862,0.0615,0.0006,1.387,0.038,1.515,0.04,6703.0,50.0,14.717391699722487,0.5044041328922406
HAT-P-48 b,53.39517230790537,7.627881758272195,1.6774221887425378,0.13822369517638003,1360.7286108599596,29.371947465735598,0.0543,0.0007,1.099,0.041,1.223,0.046,5946.0,50.0,12.677357206691648,0.6052849594706887
HAT-P-49 b,549.8431434087873,65.15482335190833,6.521571776886421,0.7869343902797052,2193.5639339811705,84.9321707964734,0.0412,0.002,1.543,0.051,1.833,0.10700000000000001,6820.0,52.0,16.23060409839921,0.6837478245872595
HAT-P-4 b,216.12331648437888,12.713136263786993,2.7298908178677914,0.27056489169282605,1695.8198926790049,47.81279867974953,0.0446,0.0012,1.26,0.14,1.59,0.07,5890.0,67.0,14.235405528292125,0.560449036546934
HAT-P-50 b,432.24663296875775,23.837130494600608,4.023498064369113,0.3591450308298373,1857.1005398697368,46.24849693865911,0.0453,0.00099,1.273,0.082,1.698,0.071,6280.0,49.0,14.437167181449022,0.7173747667800756
HAT-P-51 Ab,98.20897763775451,5.720911318704146,0.8571533771964945,0.06350774982040483,1193.0040174650965,22.952369353182462,0.05069,0.00049,0.976,0.028,1.041,0.0335,5449.0,50.0,14.493212085103714,0.6052849594706887
HAT-P-52 b,260.30146500103865,9.534852197840243,0.4959076711061372,0.05566478204106367,1216.8376776979255,34.71746161768804,0.03694,0.00038,0.887,0.027,0.893,0.047,5131.0,50.0,11.309861557517127,0.8070466126275849
HAT-P-53 b,472.61084060628144,18.592961785788475,1.6502935717784861,0.2029099204951415,1780.7787150099364,56.8126145274622,0.03159,0.00052,1.093,0.043,1.209,0.07150000000000001,5956.0,50.0,14.773436603377181,1.0200172465154198
